CODID,SMILE,bgs
4026895,Br[C@H]1[C@@H](OC(=O)c2ccccc12)c1ccc2ccccc2c1,2.91
2215899,[Mn]1(c2c(cccc2OC(=O)C)C(C)=[O]1)(C#[O])(C#[O])(C#[O])C#[O],2.6
2101375,Cc1c(Cl)c(C)c(c(c1Cl)C)Cl,3.97
2000973,CS(=O)(=O)c1ccccc1,4.34
1542330,o1c2c(cc(C(=O)c3ccncc3)c1=O)cccc2,2.44
2203510,N1([C@]2(C3([C@@H](C1)c1ccccc1)C(=O)c1ccccc1C3=O)C(=O)c1cccc3cccc2c13)C.N1([C@@]2(C3([C@H](C1)c1ccccc1)C(=O)c1ccccc1C3=O)C(=O)c1cccc3cccc2c13)C,1.47
2237894,[nH]1c2c(nc1c1ccncc1)cccc2,2.67
2241713,o1c2c(cc(c1=O)C(=O)Nc1cc(OC)ccc1)cc(cc2)C,2.18
7214947,OC(=O)CCCCCC(=O)O.n1cc(C(=O)N)ccc1,2.94
4113219,Clc1c2c(cccc2)cc2c1cc1c(c2Cl)cccc1,1.35
2205546,N(=O)(=O)c1ccc(/C=C2/C(=O)/C(=C/c3ccc(N(=O)=O)cc3)CCC2)cc1,1.75
2008156,O=C1N(C(=C\C(O)(C)C)/c2c1cccc2)c1ccc(cc1)C,2.89
1504287,C1(=O)C[C@@H]2C(=O)O[C@H]([C@@H]2O1)C,4.93
7204294,c1(c(C)cc(c2cc(c(c(c2)C)N)C)cc1C)N.c1(ccc(cc1)C(C#N)C#N)c1ccc(cc1)C(C#N)C#N.c1(ccc(cc1)C(C#N)C#N)c1ccc(cc1)C(C#N)C#N,1.79
2221161,Clc1ccc(/C=C/C(=O)C(C)(C)C)cc1,2.49
2225174,N(N=CC1=CC[C@H](CC1)C(=C)C)=CC1=CC[C@@H](C(=C)C)CC1,2.72
4102679,O=c1n(C)c2c(c(c1c1ccccc1)c1ccccc1)cccc2,2.96
4118505,C1(SC(=C(C)S1)C)=C1SC2=C(OCCO2)S1.[As](F)(F)(F)([F-])(F)F.C1(SC(=C(C)S1)C)=C1SC2=C(OCCO2)S1,0.0
4124381,[O-]n1nnnc1c1nonc1N.NNC(=[NH2+])NN,2.76
2216596,c12c(cccc1)cc[nH]c2=O,2.88
4115811,O=C(O)[C@@]12C[C@](OC2(C2CC2)C2CC2)(CCC1)CO.O=C(O)[C@]12C[C@@](OC2(C2CC2)C2CC2)(CCC1)CO,4.42
7104695,N(=C\1C(=C(c2ccccc12)c1ccccc1)c1ccccc1)\c1ccccc1,2.0
2229738,Cl[C@]1(C(=O)C(Cl)(Cl)[C@H](Cl)C(=C1)Cl)C(C)(C)C.Cl[C@@]1(C(=O)C(Cl)(Cl)[C@@H](Cl)C(=C1)Cl)C(C)(C)C,2.97
2014888,C1(=O)CCC(=O)N1c1ccc(N(=O)=O)cc1,2.51
7152590,O=C1NC(O)(C(=C1CO)CO)C(=O)C,3.58
2208085,c1ccc(cc1)C1([C@@H]2[C@H]1[C@@H]1[C@H]2C1(c1ccccc1)c1ccccc1)c1ccccc1,3.85
2229434,N(Cc1ccccc1)C(=O)/C=C\C(=O)O,2.71
2224057,n12nnnc2[nH]c(cc(n1)C)C,2.08
1501795,Oc1cc(c2c(c1)oc(c(c2=O)O)c1ccc(c(c1)O)O)O.O=C(c1ccncc1)N,2.2
7205614,[O-]C(=O)[C@@H]([NH3+])[C@H](CC)C.OO,4.18
2237918,Clc1ccccc1C=C1c2ccccc2C(=O)c2c1cccc2,2.22
2227559,c1nc(cc2ccccc12)C,3.0
7051323,c1(cccc2c1c(ccc2)C)C,2.8
2213856,S([C@H]1O[C@H]2[C@@H](O[C@@H](OC2)c2ccccc2)[C@@H]2OC(=O)O[C@H]12)c1ccccc1,3.83
2210917,OC(=O)/C=C/c1ccc(OC)cc1,2.41
2016044,N1C(CC(=Nc2ccccc12)c1c(O)cccc1)c1c(OC)c(OC)ccc1,2.21
7203102,[O-]C(=O)CN(C(=[NH2+])N)C.O,4.79
7003459,[Ga]1(C)([C]2(=C(C)C(=C(C)C12C)C)C)C1(C(=C(C(=C1C)C)C)C)C,3.03
2104099,O=C(c1cc(O)ccc1)c1ccccc1,2.08
2228646,OC[C@H](/N=C(\c1ccc(OC)cc1)c1ccc(OC)cc1)C(=O)N[C@H](C(=O)OC)C(C)C,3.1
2017584,NC(=O)C(=O)NCC[NH3+].NC(=O)C(=O)[O-].NC(=O)C(=O)O,3.0
4114387,Oc1ccc(cc1)Cc1ccc(N)cc1,3.51
2216308,Oc1ccccc1C(=O)N\N=C(C)\c1ccc(N)cc1.OC,2.56
2231432,COc1c(cccc1OC)/C=N/CC/N=C/c1cccc(c1OC)OC,3.02
7203722,O=C1N(CCC1)CC(=O)N.O,4.63
4028998,S(=O)(N[C@@H](C(C=C)C=C)C1CCCCC1)C(C)(C)C,4.14
2220766,N(=O)(=O)c1cc(cc(C(=O)OC)c1)C(=O)O,2.92
2219388,O[C@@H]([C@@H](O)CO)[C@@H](O)[C@@H](O)C,5.96
2220316,Oc1c(ccc(N(C)C)c1)C(=O)c1ccccc1C(=O)O.OC,2.5
4511846,S=C1NC(=S)NC(=S)N1.S=C1NC(=S)NC(=S)N1.n1c2c(ccc1)ccc1ncccc21,2.17
7054484,o1nc(c2n([O-])nnn2)c(n1)c1n([O-])nnn1.[NH3+]N.N[NH3+],2.22
7117464,c1ccccc1c1ccc2c(c1)cc1ccc(c3ccccc3)cc1c2,1.7
4105884,O(C(=O)N1CC[C@@H](C[C@@H]1c1cc(ccc1)C#N)C)C(C)(C)C.O(C(=O)N1CC[C@H](C[C@H]1c1cc(ccc1)C#N)C)C(C)(C)C,3.09
1503725,S(=O)(=O)(N=n1cc(ccc1)C)C(F)(F)F,3.45
2233405,C(C[NH3+])O.c1c(ccc(c1)C(=O)[O-])C(=O)[O-].C(C[NH3+])O,3.3
2006094,n1c(nc2c(c1N=N#N)ncn2CC(=O)OC)N=N#N,2.94
4023724,Brc1c(O)c(OCC)c(c(OCC)c1)C,3.58
4113384,O[C@H]1[C@@H](CCCCC1)C(=O)O.O[C@@H]1[C@H](CCCCC1)C(=O)O,5.11
7216907,N#CC(C#N)(/C(=C/C)c1ccccc1)C,4.57
7103928,C(=O)(CCCCCCCC)O.c1nccnc1.C(=O)(CCCCCCCC)O,3.15
2211269,SC[C@@H](O)[C@H]1O[C@@H]2OC(O[C@@H]2[C@H]1O)(C)C,4.72
4023092,O=C1OC[C@H]2[C@@]31[C@@]1(O[C@H]2CC(=C1)C)C=C(CC3)C,4.46
2234374,N1(C(c2ccccc2)C)CCNC1=C(C#N)C#N,3.88
7201670,Brc1ccc(C(=O)O[C@H]2C3OC4O[C@@H]2C(O)[C@H](O4)[C@H]3OC(=O)c2ccc(Br)cc2)cc1.Brc1ccc(C(=O)O[C@@H]2C3OC4O[C@H]2C(O)[C@@H](O4)[C@@H]3OC(=O)c2ccc(Br)cc2)cc1,3.19
4104461,N1(C(=O)[C@]2(C[C@@H]2c2ccccc2)CCCC)C(=O)OC[C@@H]1c1ccccc1,3.72
4511794,s1nc2c3ncccc3c3cccnc3c2n1,2.39
2017386,N(CCO)(C)[C@H]([C@@H](O)c1ccccc1)c1ccccc1.N(CCO)(C)[C@@H]([C@H](O)c1ccccc1)c1ccccc1,3.31
4083805,[Pt]1([n]2ccccc2Nc2cccc[n]12)(Cl)Cl,2.58
7100391,O=C(N)C(=C)C,3.49
4064844,C1(C(NCCCCNC2=CC=CC=CC2=Nc2c(cccc2C(C)C)C(C)C)=CC=CC=C1)=Nc1c(cccc1C(C)C)C(C)C,2.4
2222811,N(=O)(=O)c1ccc(cc1)/C=C/c1ccc(/C=C/c2ccc(cc2)N(=O)=O)cc1,1.48
2239456,Oc1ccc(cc1)C(=O)N/N=C/c1ccco1,2.64
7207483,ClC(Cl)Cl.C1(=O)CCC1,3.7
2017172,COc1c(/C=C/C=C/c2ccc(c(c2OC)OC)OC)ccc(c1OC)OC,2.14
7154997,O=C1C[C@H]2C(CCC[C@@]2(C2=C1[C@]1(OC2=O)O[C@@H](CC1)C)C)(C)C,2.44
8101286,Brc1cc(c(O)c(c1)CO)CO,3.46
1505872,[C@]12(C=CC=C[C@@]1(CCCC2)CO)CO.[C@@]12(C=CC=C[C@]1(CCCC2)CO)CO,3.15
2218285,C1c2ccccc2N=C2CC[C@@H](C(=O)OCC)N12,3.25
4002036,Brc1cc(c2cc(cc(c2)Br)Br)cc(c1)Br,3.11
2227929,S=C(SC)N/N=C/C=C/c1ccccc1,2.2
2011650,NNC(=S)Nc1ccccc1,3.21
1503350,O=C1Oc2c(C(O)/C1=C(C)\c1ccc(cc1)C)cccc2,3.5
2205334,O=C1c2ccc3c4c2c(C(=O)N1CCc1ccncc1)ccc4c1c2c3ccc3c2c(cc1)C(=O)N(C3=O)CCc1ccncc1.Oc1ccccc1.Oc1ccccc1,0.861
7206205,ClCC#N,5.38
1501806,o1c2c([C@@H]3OC(=O)C(=C3)C[C@@H](OC(=O)C)C=C(C2)C)c(c1)C,2.99
2234940,O=C1Nc2n(nc(Oc3ccccc3)n2)c2c1cccc2,2.88
7203572,c1cnc(cc1)/C(=C\c1ccc(/C=C(c2ccccn2)/C)cc1)C,2.66
2014884,FC(F)(F)[C@@]12O[C@@]3(O)[C@@H]4[C@@H]5[C@H]6C[C@@H]([C@@H]5[C@H]14)[C@@H]2[C@@H]36.FC(F)(F)[C@]12O[C@]3(O)[C@H]4[C@H]5[C@@H]6C[C@H]([C@H]5[C@@H]14)[C@H]2[C@H]36,5.91
4066514,[Fe]123456789[c]%10([cH]1[cH]2[cH]3[cH]4%10)[C@@H](C)C[C@@H]([c]15[cH]9[cH]8[cH]7[cH]61)C#N,2.59
4103439,BrC[C@]1(OC(=O)CC1)C(C)(C)C,5.09
1516687,c1(ccccc1)c1c2c(c3ccccc3)c3c(c(c4ccccc4)c2c(c2ccccc2)c2ccccc12)cccc3,1.25
2101222,N#Cc1ccc(cc1)N(C)C,2.92
2221595,O=C1Nc2ccccc2[C@@]1(O)[C@]1(OCc2ccccc2)C(=O)Nc2ccccc12.O.O=C1Nc2ccccc2[C@]1(O)[C@@]1(OCc2ccccc2)C(=O)Nc2ccccc12.O,3.24
2019992,C(/N=C/C=C/c1ccccc1N(=O)=O)C/N=C/C=C/c1ccccc1N(=O)=O,2.08
4062865,c12c(c(c(c(c1O[C@@H]1[C@@H]3[C@@H]([C@H](C1)c1c3cccc1)O2)Cl)Cl)Cl)Cl.c12c(c(c(c(c1O[C@H]1[C@H]3[C@H]([C@@H](C1)c1c3cccc1)O2)Cl)Cl)Cl)Cl,3.39
2226850,O(CC)C(=O)COc1c(cccc1)c1ccccc1OCC(=O)OCC,3.4
4023761,C1CC[C@@]23N1C(=O)O[C@@H]2[C@H](CC3)O,5.75
4072588,[Ti]1234(Cl)(=Nc5ccccc5C(C)(C)C)([c]5([c]1([c]2([c]3([c]45C)C)C)C)C)[n]1ccccc1,1.86
1505003,O1C(N(=O)=C(C1=O)c1ccccc1)C,2.57
2004199,S=C1SCC(N1)C(C)(C)C,2.96
7103100,c12ccccc1c(C[Si](C)(C)C)c1ccccc1c2C[Si](C)(C)C,1.89
1503889,F[B]1(F)[n]2c(cc(c2=C(c2cc(cc(c2)C(C)(C)C)C(C)(C)C)c2n1c(cc2C)C)C)C,1.85
1502791,O1[C@@H](CC(=O)C2=C1C[C@H](O)[C@@H]1OC(=O)C[C@H]21)c1ccccc1.O,3.33
7219804,Fc1cc(F)c(/C=N/c2c(F)cccc2F)cc1,2.51
1508858,N([C@@H]1C[C@]2(OCc3c2cccc3)Oc2c1c1c(cc2)cccc1)c1cc(OC)cc(OC)c1,2.37
2016007,O=C(C)C(=C1OC(=O)c2ccccc12)C(=O)C,2.06
2014906,O=C1N(C)C(=O)/C(=C/c2ccc(N(C)C)cc2)C(=O)N1C,1.61
7051697,S=C1N(NC(NN1C)c1nc(cc(n1)C)C)C,2.45
4116824,c1(c(c(c(cc1)F)F)F)F,3.92
2204656,COc1cccc2c1C(C1c3c(OC)cccc3C(=O)c3c1c(OC)ccc3)c1c(C2=O)cccc1OC,2.19
4501138,Clc1cc(O)cc(Cl)c1Cl,3.59
4508405,Brc1c2c(c(Br)c3c1C[C@@H]3O)C[C@H]2O,3.71
2215578,O=C1NC2=C(CCCC2CC1)CCC(=O)C,3.23
7020143,[Fe]123(C#[O])(C#[O])(C#[O])[C]4(OC(=O)C)[CH]1=[CH]2CC([CH]3=4)(C)C,3.58
4503131,N1C(=O)[C@@H]2C[C@H](C1=O)CCC2,3.82
7108764,o1c2c3cc(OC)c(OC)cc3C(=C)c2c(cc1=O)c1ccccc1,1.96
4123291,S([C@]1([C@@H](CC[C@]2(C(=C)CCC[C@H]12)C)C)C)c1ccccc1.S([C@@]1([C@H](CC[C@@]2(C(=C)CCC[C@@H]12)C)C)C)c1ccccc1,3.4
2227870,S=C(SSCSC(=S)NC)NC,3.02
7115713,C(=C(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,2.75
4112245,S(=O)(=O)(c1ccccc1)C1=C(O)C=C(CC(c2ccccc2)C=C1)c1ccccc1,2.9
4065142,C(C)[Zn]1([C](#Cc2ccccc2)[Zn](CC)([C]1#Cc1ccccc1)[P](c1ccccc1)(c1ccccc1)c1ccccc1)[P](c1ccccc1)(c1ccccc1)c1ccccc1,2.52
7154894,O[C@@H]1C[C@@H](c2ccccc12)C(=O)OC,4.22
4025619,Fc1c(c(N(=O)=O)cc(F)c1F)c1ccccc1,2.46
2010821,c1(=S)nc(nc(n1C)SC)SC,2.6
2216543,O=C1OC(Nc2ccc(cc2)CCCC)c2c1cccc2,2.41
2217607,Clc1c(OC)c(Cl)cc(Cl)c1,3.94
2229707,N1=C(N[C@@H](c2ccccc12)c1ccccc1)C,3.19
7153656,Br[C@H]1[C@@H]2[C@H]3[C@@H](Br)[C@@H]4CC[C@H]3[C@H]3[C@@H]4[C@@H]2CC[C@@H]13.Br[C@@H]1[C@H]2[C@@H]3[C@H](Br)[C@H]4CC[C@@H]3[C@@H]3[C@H]4[C@H]2CC[C@H]13,4.39
7115925,O=C(n1cccc1)[C@]([C@H](C(CC=C)(C#N)C#N)c1ccccc1)(C)c1ccccc1.O=C(n1cccc1)[C@@]([C@@H](C(CC=C)(C#N)C#N)c1ccccc1)(C)c1ccccc1,3.31
2239316,CCOC(=O)c1cn(c2c(cnc3c2cccc3)C(=O)OCC)c2c(c1=O)cccc2,2.1
2228037,Fc1ccc(c2n(c(c(n2)c2ccccc2)c2ccccc2)c2ccccc2)cc1,3.03
2232519,c1ncc(cn1)n1cncc1.Oc1ccc(cc1)O,2.23
2239841,n1ccccc1C(O)c1ccccc1,3.85
2200850,O(c1cc(ccc1OC)[C@@H](O)[C@H](Oc1c(OC)cccc1OC)CO)C.O(c1cc(ccc1OC)[C@H](O)[C@@H](Oc1c(OC)cccc1OC)CO)C,3.66
7107480,Ic1cncc(I)c1I,2.4
7010563,[MoH2]12345678([c]9([cH]1[cH]2[cH]3[cH]49)C(C)(C)C)[c]1([cH]8[cH]7[cH]6[cH]51)C(C)(C)C,2.87
2204491,O(C)C(=N)c1ccc(C#C)cc1,3.41
2011194,O=C/C=C/c1ccc(OC)cc1.O=N(=O)c1c(N)ccc(N(=O)=O)c1,1.71
2205793,O1[C@H]2c3ccccc3N[C@@H]([C@H]2CC1)c1ccc(N(=O)=O)cc1.O1[C@@H]2c3ccccc3N[C@H]([C@@H]2CC1)c1ccc(N(=O)=O)cc1,1.23
4105110,[Mn]1234([CH]5=[C]1([CH]2=[C]3(C4[C@@H]5[C@@H]1C(=O)[C@@]2(CC[C@H]1C2(C)C)C)C)OC)(C#[O])(C#[O])C#[O],3.31
7200207,C1OCCOCCOCCOC1.C(c1ccccc1)(O)(c1ccccc1)c1ccccc1.C(c1ccccc1)(O)(c1ccccc1)c1ccccc1,3.93
7204028,O=C1OC(OC(=O)C1=Cc1c(O)c(OC)ccc1)(C)C,1.64
4122131,[C@@H]12Cc3cccc(c3[C@@H]1c1ccccc1[C@H]1COC(=O)N21)C,4.16
4066718,[Rh]1234([CH]5=[CH]1CC[CH]2=[CH]3CC5)=C1N(C=NN1C)CCN1C=4N(N=C1)C.[P](F)(F)(F)(F)(F)[F-],2.73
7024172,c1(c(cc(C/C=C/Cc2cc(c(c(c2)C=O)O)OC)cc1C=O)OC)O,2.01
4067989,[P](F)(F)(F)(F)(F)=C1N(C)CCN1C,4.21
7150030,S1(=O)C[C@H](OC[C@@H]1C)c1ccccc1.S1(=O)C[C@@H](OC[C@H]1C)c1ccccc1,3.55
7211047,C1C(NC(=O)C(C)(C)C)CCC(C1)NC(=O)C(C)(C)C,5.08
2226330,O(c1ccc(cc1OC)C1C(=C(NC(=C1C(=O)OC)C)C)C(=O)OC)C,2.54
7207134,n1ccc(cc1)c1nc(cc(c1)C(C)(C)C)c1ccncc1,3.3
2201354,s1c(nnc1CCC)N,3.85
7117262,Brc1c(C)c(Br)c(C)c(Br)c1C,3.3
2015450,O=C(c1ccc(cc1)C(=O)NCCc1ccccc1)NCCc1ccccc1,3.32
2220894,Brc1ccccc1CSSSCc1ccccc1Br,3.41
2105119,O=C(O)CCCC(=O)O.O=C([O-])C[NH3+],4.51
1504307,Br[C@@]1(N(S(=O)(=O)c2ccc(cc2)C)[C@@H]1[C@@H](Br)/C(=N\S(=O)(=O)c1ccc(cc1)C)OCC)C(=O)c1ccccc1.Br[C@]1(N(S(=O)(=O)c2ccc(cc2)C)[C@H]1[C@H](Br)/C(=N\S(=O)(=O)c1ccc(cc1)C)OCC)C(=O)c1ccccc1,3.12
7214435,CC(C)(C)S(Cc1cccc(c1)CS(C(C)(C)C)=O)=O,3.57
7116452,O=c1oc(c(c2c1cccc2)C(=O)OC(C)(C)C)C,3.09
4021061,n1c(c2nc([nH]c2nc1)CCC(C)(C)C)CCC(C)(C)C,3.66
4113025,[C@H]1([C@](C)(N=C([C@H]1C(=O)OC)c1ccccc1)C(=O)OC)C(=O)Nc1ccccc1.[C@@H]1([C@@](C)(N=C([C@@H]1C(=O)OC)c1ccccc1)C(=O)OC)C(=O)Nc1ccccc1,3.22
7151393,c1(c(c(cc(c1)Cl)Cl)O)/C=N/c1c(C)cccc1C,2.54
1504360,[Fe]12345678([cH]9[cH]2[cH]3[cH]1[cH]79)[c]1([cH]4[cH]5[cH]8[cH]61)C=O,2.65
7219109,C(=O)(C[N+](C)(C)C)[O-],5.23
4502718,n1c(c(c(c(c1C)C(=O)OC)C#Cc1ccc(OC)cc1)C(=O)OC)C,2.36
2209764,C(SC1=NCCS1)CSC1=NCCS1,3.9
2205637,c1ccccc1C(=O)c1ccc(cc1Oc1ccc(c(c1)C#N)C#N)OC,2.67
4024150,S=C1Nc2ccccc2O1,3.19
2223126,S=C(N/N=C/c1ccc(C)cc1)N,2.27
1501841,COc1c(Br)cc(cc1OC)/C=C/c1cc(Br)c(c(c1)OC)OC,2.5
2007472,C12(SCCCS1)OCCCO2,3.77
7224792,OC.[nH]1cnc2c1cc(c(c2)C)C,3.34
2105704,CN(C(=S)N1C(=S)Sc2c1cccc2)C,2.68
7153925,IC1=C[C@@H]2C(=O)C(OC)(OC)[C@H]1C[C@@H]2c1ccccc1.IC1=C[C@H]2C(=O)C(OC)(OC)[C@@H]1C[C@H]2c1ccccc1,3.06
1542669,c12ccccc1c1c(cccc1)C12c2ccccc2Sc2c1cc(cc2)C(F)(F)F,2.82
1514286,n1c(c2cccc3cccc(c23)c2ncccc2)cccc1,2.76
2103306,O=N(=O)c1c(N[C@@H](c2ccccc2)C)ncc(N(=O)=O)c1,2.03
2218377,OC(=O)[C@H]1CCCC[C@@H]1C(=O)O.OC(=O)[C@@H]1CCCC[C@H]1C(=O)O,4.95
4100491,O1CC2=CC(=O)C[C@@H]2[C@H](OC(=O)C)[C@]21OCCCC2,3.08
4101879,[Ru]123456789[c]%10([cH]1[cH]2[cH]3[cH]4%10)[C@@H]([C@H]([c]15[cH]6[cH]7[cH]8[cH]91)C(C)C)C(C)C,3.11
1515255,O=[N]1[C@H]2CCC[C@@H]1CC(=O)C2,2.01
2228607,O=C([C@H]1[C@H](NC(C(=O)OCC)(C(=O)OCC)C1)c1ccccc1N(=O)=O)C,1.93
7225141,[O-]n1nnnc1c1n(O)nnn1.[nH]1[nH+]ccc1,3.14
7204771,O(c1c(F)c(F)c(c(F)c1F)C#Cc1ccccc1)C,2.97
4108204,O1C(=CC(=O)[C@@]21C(=O)OC[C@@]2(C)CCOCc1ccccc1)c1ccccc1,2.71
2217310,O(c1cc(OCc2[nH]nnn2)cc(OCc2nnn[nH]2)c1)Cc1[nH]nnn1,3.48
7024567,O1[C@@H](Oc2c(n(ccc2=O)C)C)[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,3.68
2200335,[C@H](O)(CN1[C@H](C)CC[C@@H]1C)COC(c1ccccc1)c1ccccc1.[C@@H](O)(CN1[C@@H](C)CC[C@H]1C)COC(c1ccccc1)c1ccccc1,3.53
4071787,[Ru]([Sn](c1ccccc1)(c1ccccc1)[Ru](C#[O])(C#[O])(C#[O])C#[O])(C#[O])(C#[O])(C#[O])C#[O],3.03
2235223,Oc1c(CN(Cc2ncccc2)Cc2ncccc2)cc(cc1C=O)C,2.62
2100154,Oc1c(F)cccc1,3.71
7211798,ClC(Cl)Cl.O=C1CCCC1,3.71
7102533,C1(C(=C(C(=C1C#N)C#N)C#N)C#N)=C=N[Si](C(C)C)(C(C)C)C(C)C,2.96
2236368,[Br-].[nH+]1cc(ccc1)C[NH3+].[Br-],1.9
4500003,O=C(N1c2ccccc2C=Cc2c1cccc2)N.O=C(C)C,3.12
2204588,C(CCSc1nnnn1c1ccccc1)CCCSc1nnnn1c1ccccc1,3.56
2015644,C=C(c1ccc(cc1)Cl)c1ccc(cc1)Cl,3.15
2238498,O=N(=O)[O-].[NH3+]Cc1ccc(cc1)C,3.29
2201690,O=C(N/C(=C/C(=O)OC)C)C,3.6
7226237,C(=N\Nc1ccccn1)/c1ccc(cc1)Cl,2.47
2236720,N1C(=O)CCC1=O,4.03
4026376,P(=O)(OCC)(OCC)c1[nH]nc(c1c1ccc(Cl)cc1)C(=O)c1ccccc1,2.76
2005544,CC1(C)CC[C@H]2[C@@]([C@@H]3[C@@H]1[C@@H]1O[C@@]1(CC3)C)(O2)C,5.48
1512351,O1[C@H]2c3c(N[C@H]([C@H]2CCC1)c1c(N(=O)=O)cccc1)cccc3.O1[C@@H]2c3c(N[C@@H]([C@@H]2CCC1)c1c(N(=O)=O)cccc1)cccc3,1.11
4024389,BrC(Br)(Br)C(CN(=O)=O)c1c(OC)ccc(OC)c1,1.71
2019319,O=C(O)c1cc(c(cc1C(=O)[O-])C(=O)O)C(=O)O.O.n1ccc(cc1c1[nH+]ccc(c1)C)C,2.07
2216223,N1C(=O)CC(CC)(C)CC1=O,3.96
7022129,O1c2c(C(=O)C3=C(c4n(C13)ccc4)c1[nH]ccc1)cc(cc2)C(C)C,1.89
2238503,OC(=O)c1cc(C(=O)O)c(cc1C(=O)O)C(=O)O.Cn1cnc2c1C(=O)N(C)C(=O)N2C.Cn1cnc2c1C(=O)N(C)C(=O)N2C,2.31
7006158,c12nc(ccc1ccc1ccccc21)C=O,2.5
7215662,O=C([O-])CN(C(=[NH2+])N)C,4.77
7150597,S(c1nnc(SC)c2c1c1c(ccc3ccc(c2c13)C)C)C,1.61
2012401,O=N(=O)c1cccc2c1c1ccccc1CC2,2.23
4060592,[Ru]12345(I)([n]6ccccc6CC(C)(C)[c]61[cH]5[cH]4[cH]3[cH]26)C#[O],2.08
2100150,c1(ccc(cc1)Cl)O,3.72
7202217,c1c(C(=O)O)c(cc[nH+]1)C(=O)[O-],2.82
2202522,O=C(OCC)c1c(nn(c1)c1c(N(=O)=O)cc(N(=O)=O)cc1)C,2.28
2221375,S1CCCN/C1=N/C#N,3.93
7219111,C(=O)(C[N+](C)(C)C)[O-],5.21
4029044,S1C(=O)N(C(=O)[C@@H]1[C@@]1(O)c2ccccc2N(C1=O)C)C.S1C(=O)N(C(=O)[C@H]1[C@]1(O)c2ccccc2N(C1=O)C)C,3.33
2237380,C1(=O)c2cc3C(=O)CC(Cc3nc2Oc2c1cccc2)(C)C,2.43
2232244,N(C(=O)CCc1ccc(N(=O)=O)cc1)C(=O)N.O=C(O)C,2.74
7109913,c1cc(cc[nH+]1)C1C(c2cc[nH+]cc2)C(c2cc[nH+]cc2)C1c1cc[nH+]cc1.N(=O)(=O)[O-].N(=O)(=O)[O-].N(=O)(=O)[O-].N(=O)(=O)[O-],1.53
2207389,c1(cc(ccc1)N(=O)=O)/C=C/C(=O)O,2.41
2102026,c1(c(cc(c(c1)C(=O)O)C(=O)[O-])C(=O)O)C(=O)[O-].c1cc(cc[nH+]1)c1ccncc1.c1cc(cc[nH+]1)c1ccncc1,2.36
7054826,[O-]C(=O)C(n1c[nH+]cc1)CC(=O)O,4.31
7211936,C(=O)(/C=C/C(=O)O)[O-].c1(C)n(cc[nH+]1)C,2.55
7151444,C1(CCC(CC1)C(C)(C)C)OC(=O)C(Cl)(Cl)Cl,4.49
2204045,C1(=O)[C@@H]2C[C@](CC(=O)[C@H]2CCC1(C)C)(O)C.C1(=O)[C@H]2C[C@@](CC(=O)[C@@H]2CCC1(C)C)(O)C,3.44
4110047,c1(ccccc1)C#C,3.21
7050549,ON=C(c1ccc(cc1)C(=NO)C)C,2.8
1513692,Cc1cc(C)cc(c1c1c2cc3c(c(c4c3ccs4)c3c(C)cc(cc3C)C)cc2c2c1scc2)C,0.995
2004301,O=C(N)[C@@]1([C@H](C1)c1ccccc1)C#N.O=C(N)[C@]1([C@@H](C1)c1ccccc1)C#N,4.14
1503796,c12ccccc1c1CC3=C(CC(=Cc1o2)C)CC(C3)(C(=O)OC)C(=O)OC,2.69
2223142,N1=C(OC(=O)/C1=C/c1ccc(OC(=O)C)cc1)C,2.31
7221814,O(C(=O)C#CC#Cc1n(c2c(c1)CCCC2)C)CC,2.12
7208275,c1(c(c(F)c(c(c1F)F)I)F)I.c1cccc2ccccc12.c1(c(c(c(c(c1F)F)I)F)F)I,2.84
7010924,[Rh]12345678([Rh]9%10%11%12%13([Rh]%14%15%161([Rh]1%1729([CH]2=[CH]%15[CH]%14=C[CH]%11=[CH]%10[CH]%17=[CH]12)(C#[O])([C]7%16=O)[C]8%13=O)(C#[O])[C]6%12=O)C#[O])[CH]1=[CH]3C=C[CH]4=[CH]5C=C1,1.81
7154836,Fc1c2c(cc(nc2)c2ccc(OC)cc2)ccc1,2.35
2227520,Clc1nnc(n2nc(cc2C)C)cc1,2.8
2223376,C1(=O)c2ccccc2C(=O)N1Cc1ccccn1,2.59
2227300,O=N(=O)c1ccc(Cc2[nH]nnn2)cc1,3.09
2222940,O=N(=O)c1ccc(cc1)[C@@H]1O[C@@H]1C(=O)Nc1ccccc1,2.19
4121752,Clc1n2c(nc1)cncc2,2.78
1506579,C1(=C([C@H](C(C=C1)(OCC)OCC)[C@H](N(=O)=O)CC(=O)OCC)C(=O)OC)O.C1(=C([C@@H](C(C=C1)(OCC)OCC)[C@@H](N(=O)=O)CC(=O)OCC)C(=O)OC)O,2.36
7108191,C[Si](C)(c1c2c3c(cccn3)ccc2ccc1)C,3.01
2207080,O=C1OCCN1C(=O)c1ccccc1,3.79
4025161,o1c(cc(=O)c2c(O)cc3OCC(=CCc3c12)CO)C,2.84
7211799,ClC(Cl)Cl.O=C1CCCCC1,3.37
4001234,N12CCN(CC1)CC2.Ic1ccc(I)cc1,2.66
2102206,Oc1ccc(cc1)C(=C(/c1ccc(O)cc1)CC)/CC.S(=O)(C)C,3.25
7154955,O1C(=O)N(N=C1c1cnccc1)C,2.88
