Compound ID,InChIKey,SMILES,logS,logP,MW
C8692,FSNGFFWICFYWQC-UHFFFAOYSA-N,ClCCN1CCCC1.Cl,-0.68533847,2.0609,170.08
C5044,XUWZZJXBIFVOSR-UHFFFAOYSA-N,CCCCOc1c(OC)cccc1C(=O)OCC[NH2+]C(C)C.[Cl-],-3.351384652,-0.9933,345.862
C4741,SLHZPGCWJXXMAR-UHFFFAOYSA-N,[O-][N+](=O)c1ccc(s1)c1scc(n1)CN1CCCCC1.Cl,-3.579381948,5.0288,345.868
C261,AUZONCFQVSMFAP-UHFFFAOYSA-N,CCN(C(=S)SSC(=S)N(CC)CC)CC,-4.8600001,3.6212,296.539
C8060,WLOXDXOPKNBBFP-UHFFFAOYSA-N,[O-][N+](=O)c1ncc(n1C)C(O)(C)C,-1.309371801,1.0789,185.181
C5266,WFLSCFISQHLEED-UHFFFAOYSA-N,CC(C(c1ccccc1)(C#N)CC(N(C)C)C)C,-3.192169562,3.44418,244.375
C8189,RZWRYPGAUIOOMK-UHFFFAOYSA-N,O=Nc1ccc(c2c1cccn2)O,-1.199553237,2.3383,174.156
C1395,JPOXNPPZZKNXOV-UHFFFAOYSA-N,ClCBr,-0.88999999,1.5776,129.384
C8515,BYCNQOVVSOKZEP-UHFFFAOYSA-N,[O-][N+](=O)c1cccnc1OCCCNCCSS(=O)(=O)O,-0.881696286,2.8792,337.373
C5886,AUJBYHKZNPPODV-DAXSKMNVSA-N,C/C=C(\C(=O)NC(=O)N)/CCCC,-2.788260313,2.409,184.236
C7631,GIVGVNLRHLKCMH-DAXSKMNVSA-N,CC/C(=C/C)/C(=O)NC(=O)NC(=O)C,-1.638187011,1.4968,198.219
C8719,UYTMLDBQFLIQJA-GQCTYLIASA-N,O/N=C/c1ccco1,-0.640880342,1.0877,111.099
C9324,NUVDQORZUXQNSV-UHFFFAOYSA-L,CC[N+](CCOCC[N+]1(C)CCOCC1)(CC)C.[I-].[I-],0.288841729,-5.067,514.225
C5211,AHBRRAXTNYHHPH-UHFFFAOYSA-N,OCC(COc1cccc2c1CCCC2)O,-3.232964851,1.2974,222.28
C5639,BXXVTBZNDMLJMK-UHFFFAOYSA-N,COc1ccccc1N1CCN(CC1)CC(COc1ccccc1C(=O)C)O.Cl.Cl,-2.951018603,4.0666,457.391
C5342,ORFOPKXBNMVMKC-DWVKKRMSSA-N,O=C1[C@@H](NC(=O)/C(=N\OC(C(=O)O)(C)C)/c2csc(n2)N)[C@@H]2N1C(=C(CS2)C[n+]1ccccc1)C(=O)[O-],-3.139733703,-0.3892,546.576
C366,CXOWYJMDMMMMJO-UHFFFAOYSA-N,CCCC(C)(C)C,-4.3600001,2.8326,100.202
C8636,ZBEKOEYCWKIMGU-UHFFFAOYSA-N,CCN1CCNC(=O)C1=O,-0.758319624,-0.7686,142.156
C4188,PAQUKACYLLABHB-UHFFFAOYSA-N,CN(CCOC(c1ccc(cc1)Cl)(c1ccccc1)C)C.Cl,-3.975544121,4.9837,340.287
C758,IEDVJHCEMCRBQM-UHFFFAOYSA-N,COc1cc(Cc2cnc(nc2N)N)cc(c1OC)OC,-2.8599999,2.42,290.318
C2395,YXTRQSJMIXMKRY-UHFFFAOYSA-N,CCCCOc1ccc(cc1)OCC(=O)N(c1ccc(c(c1)OC)OC)CCN(CC)CC.Cl,-6.031897383,5.4385,495.051
C3084,SGTNSNPWRIOYBX-UHFFFAOYSA-N,COc1ccc(cc1OC)CCN(CCCC(c1ccc(c(c1)OC)OC)(C(C)C)C#N)C,-5.007235261,5.09308,454.602
C1642,SECXISVLQFMRJM-UHFFFAOYSA-N,O=C1CCCN1C,1.0,0.1765,99.1311
C7118,VCZPUGSOJXZKIP-YPMHNXCESA-N,OC(=O)[C@H]1CCCC[C@]1(O)c1ccccc1,-2.026981083,2.149,220.264
C3903,UAPITOJWKANGFK-UHFFFAOYSA-N,OC(=O)C(=O)[O-].CCC1Oc2ccc(cc2N(C1=O)CC([NH+]1CCCC1)C)Cl,-4.173330403,1.3663,412.865
C2472,UREZNYTWGJKWBI-UHFFFAOYSA-M,CC(CC(c1ccc(cc1)OCCOCC[N+](Cc1ccccc1)(C)C)(C)C)(C)C.[Cl-],-5.879555444,3.0764,448.081
C6559,XEAQIWGXBXCYFX-GUOLPTJISA-N,COC1=CC(=O)O[C@H](C1)/C=C/c1ccccc1,-2.366545098,2.5456,230.259
C7302,BMLKPGJBYUTIHT-UHFFFAOYSA-N,CCOc1ncnc2c1[nH]cn2,-1.886908904,0.7516,164.165
C3632,MAFFCSDANSLBTB-UHFFFAOYSA-N,CNCCC1(CC(c2c1cccc2)C)c1ccccc1.Cl,-4.404255729,5.2823,301.854
C3776,SIEYLFHKZGLBNX-NTISSMGPSA-N,CCCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C.Cl,-4.268702319,4.7094,324.889
C2118,HLPPSQPFFGNHHE-HKUYNNGSSA-N,CCN([C@H]1CCN(C1)[C@H]1Cc2ccccc2Sc2c1cc(Cl)cc2)C,-6.755415122,5.0523,372.955
C964,DTGKSKDOIYIVQL-OYNCUSHFSA-N,O[C@H]1C[C@H]2C([C@]1(C)CC2)(C)C,-2.3199999,2.1935,154.249
C1562,LRHPLDYGYMQRHN-UHFFFAOYSA-N,CCCCO,0.0,0.7788,74.1216
C296,ORNBQBCIOKFOEO-QGVNFLHTSA-N,O[C@H]1CC[C@]2(C(=CC[C@@H]3[C@@H]2CC[C@]2([C@H]3CC[C@@H]2C(=O)C)C)C1)C,-4.6500001,4.5153,316.478
C7998,WETMTSZNMMYKKX-UHFFFAOYSA-N,OCC(CNc1ccccc1C(=O)N)O,-1.36132726,0.3239,210.23
C8579,CMSMOCZEIVJLDB-UHFFFAOYSA-N,ClCCN(P1(=O)NCCCO1)CCCl,-0.81471862,2.2128,261.086
C6778,YTIJUXVIZLYQTB-UHFFFAOYSA-N,[O-]S(=O)(=O)[O-].C/N=C(/NCc1ccccc1)\[NH2+]C.C/N=C(/NCc1ccccc1)\[NH2+]C,-2.230807973,0.435,452.571
C7304,QAFJMZFAQFGVJS-UHFFFAOYSA-N,OCCNC(Cc1cccc(c1)C(F)(F)F)C,-1.883953099,2.6092,247.257
C4595,PVHUJELLJLJGLN-UHFFFAOYSA-N,CCOC(=O)C1=C(C)NC(=C(C1c1cccc(c1)[N+](=O)[O-])C(=O)OC)C,-3.669014012,3.4177,360.361
C1507,ZFLIKDUSUDBGCD-UHFFFAOYSA-N,O=C1NC(=O)C(=O)N1,-0.40000001,-0.99,114.06
C4688,RJQFSZABCNPBQY-UHFFFAOYSA-N,CCCC(COC(=O)N)(COC(=O)NCC(=C)C)C,-3.613605878,3.2816,272.341
C3282,SUGBVZMJIRBHEZ-CQSZACIVSA-N,CCCCN1CCC[C@H](C1)OC(=O)Nc1c(C)cccc1Cl,-4.754285505,4.4723,324.846
C954,OSWPMRLSEDHDFF-UHFFFAOYSA-N,COC(=O)c1ccccc1O,-2.3399999,1.1788,152.147
C5007,DGMKFQYCZXERLX-UHFFFAOYSA-N,CCCN(C(=O)C(NC(=O)c1ccccc1)CCC(=O)O)CCC,-3.3806478,2.6893,334.41
C3844,JGOAIQNSOGZNBX-UHFFFAOYSA-N,CCN(CCOC(=O)C(c1ccccc1)c1ccccc1)CC,-4.216891655,3.7035,311.418
C6130,XOIRGVCSIQKKPR-ZHACJKMWSA-N,CN(/N=N/c1ccc(cc1)F)C,-2.643418908,2.386,167.184
C3948,PCOQOGIDTIFQAM-XFULWGLBSA-N,CCC[NH+]1CCc2c3[C@H]1Cc1ccc(c(c1c3ccc2)O)O.[Cl-],-4.140717493,0.7862,331.836
C5291,WHHIPMZEDGBUCC-UHFFFAOYSA-N,C=CCOC1=NS(=O)(=O)c2c1cccc2,-3.172692427,1.8545,223.248
C1373,KYWJZCSJMOILIZ-ZETCQYMHSA-N,CCC[C@](CC)(O)C,-1.0,1.9475,116.201
C8748,ULFCBIUXQQYDEI-UHFFFAOYSA-N,OCC(C(=O)NNCc1ccc(c(c1O)O)O)N.Cl,-0.582548656,0.5279,293.704
C3695,UTEIARSBTFKRJL-UHFFFAOYSA-N,CC[NH+](CCNC(=O)C(c1ccccc1)c1ccccc1)CC.[Cl-],-4.352682315,-0.7457,346.894
C5794,GTEXBOVBADJOQH-FWEMWIAWSA-N,COC1=CC(=O)O[C@H](C1)/C=C/c1ccc2c(c1)OCO2,-2.853963361,2.2743,274.269
C4236,BNQKBUOGDLGSFJ-UHFFFAOYSA-N,CCCN1CCC(C1)OC(=O)Nc1c(C)cccc1C,-3.936356634,3.3471,276.374
C2877,WWYNJERNGUHSAO-XUDSTZEESA-N,C#C[C@]1(O)CC[C@@H]2[C@]1(CC)CC[C@H]1[C@H]2CCC2=CC(=O)CC[C@H]12,-5.183030838,3.8826,312.446
C9609,NPORIZAYKBQYLF-LREBCSMRSA-N,O[C@H]([C@H](C(=O)O)O)C(=O)O.OCc1cccnc1,0.586341563,-1.5487,259.213
C4265,WWKINABOMDPLIE-UHFFFAOYSA-N,BrCCN(c1ccc(cc1)S(=O)(=O)N)CCBr,-3.908183661,3.7113,386.103
C8632,CCHMTZLZEZOPMO-UHFFFAOYSA-N,CCNC(=O)Nc1ncco1,-0.76263658,1.2799,155.155
C7000,WBDWTNWLWBQFJU-UHFFFAOYSA-N,COc1ccc(cc1)c1nc(N)nc(n1)N,-2.086503778,1.874,217.227
C5229,LDHFPUHSSYUQAA-MDZDMXLPSA-N,OC(/C=C/c1ccccc1)CCN1CCN(CC1)c1ccccn1,-3.221991998,2.6709,323.432
C9508,GBKLAYXZNQSPBS-XYSQQLOGSA-N,ClCCNC[C@H]([C@H]([C@@H]([C@@H](CNCCCl)O)O)O)O.Cl.Cl,0.422379539,0.4726,378.121
C6286,LZRSJRREUJZNLN-UHFFFAOYSA-N,NC(=O)OCCN1OCc2c(C1)ccc(c2)Cl,-2.540170463,2.3207,256.686
C5737,QHHNVIFYIZJACJ-RMKNXTFCSA-N,CCC(=O)N1C2CCC1C(=O)N(C2)C/C=C/c1ccccc1,-2.891579654,2.1874,298.379
C210,IOUNQDKNJZEDEP-UHFFFAOYSA-N,CCOP(=S)(SCn1c(=O)oc2c1ccc(c2)Cl)OCC,-5.23,4.8867,367.809
C9339,GZMYROYVXUXQMG-UHFFFAOYSA-L,C[N+](CCCCc1ccc(cc1)[N+](C)(C)C)(C)C.[I-].[I-],0.297363559,-3.0798,504.232
C6282,ATFNSNUJZOYXFC-RQJHMYQMSA-N,O=C1[C@@H]2O[C@@H]2C(=O)C(=C1O)C,-2.545199487,-0.2624,154.12
C8272,PVDMXWQWDSFJFI-BBJSDXRSSA-O,CCCCCCOCN1C=C[NH+](/C/1=C/[NH+]=O)C.[Cl-],-1.119303278,-2.0007,276.783
C6685,FWWDFDMCZLOXQI-UHFFFAOYSA-N,O=C(C(C)(C)C)NNCc1ccccc1,-2.285092293,2.6353,206.284
C9873,VJLOFJZWUDZJBX-UHFFFAOYSA-N,OCCNCCO.Cl,0.848952082,-0.2465,141.597
C665,OFBQJSOFQDEBGM-UHFFFAOYSA-N,CCCCC,-3.1800001,2.1965,72.1488
C8000,BYQOKNIMGIDSHN-UHFFFAOYSA-N,[O-][N+](=O)c1c(Cl)ncn1C,-1.359304314,1.5049,161.546
C2493,XBQZDVPAJGHARN-CEFNGPBASA-N,Clc1ccc2c(c1)/C(=C/CCN1CCNCC1)/c1c(S2)cccc1.Cl.Cl,-5.843713991,6.4023,429.834
C123,RIMXLXBUOQMDHV-UHFFFAOYSA-N,Clc1cc(ccc1Cl)c1ccccc1Cl,-6.29,5.3138,257.543
C2262,XRPBPWMZJXTYTJ-UHFFFAOYSA-N,Clc1ccccc1C[NH2+]C12CCC(CC1)(CC2)[NH2+]Cc1ccccc1Cl.[Cl-].[Cl-],-6.31855213,-2.3262,462.283
C8571,KZOWNALBTMILAP-HCVDSKSXSA-N,OC[C@H]1O[C@@H]2[C@H]([C@@H]1O)Oc1n2ccc(=N)n1.Cl,-0.822244418,-0.7241,261.662
C5150,SNJDSTGQYRTZJT-UHFFFAOYSA-N,CC(c1ccc(cc1)Cl)(CC(O)(C)C)O,-3.277949239,2.7085,228.715
C7582,MPSCILDWLMBJKC-UHFFFAOYSA-N,CC1(C)CN1P(=O)(N1CC1(C)C)N1CC1(C)C,-1.678881385,2.1908,257.312
C5887,UPOYFZYFGWBUKL-UHFFFAOYSA-N,Nc1nc(c(s1)c1ccccc1)N,-2.787869183,3.1369,191.253
C326,UDDMNBYVRLYNKY-UHFFFAOYSA-N,CCn1c2nc(C)cc(c2[nH]c(=O)c2c1nccc2)C,-4.5500002,2.4717,268.314
C4089,QCCCFHDTBTUDEA-UHFFFAOYSA-M,CCCN(S(=O)(=O)c1ccc(cc1)C(=O)[O-])CCC.[Na+],-4.054649796,1.9416,307.341
C5932,RWOPZYIDUDXHIB-UHFFFAOYSA-N,OC(=O)Cc1ccccc1C(=O)c1ccccc1,-2.763677516,2.5447,240.254
C2987,UZMPCPFDZYTEJG-UHFFFAOYSA-N,CNCC/C=C/1\c2ccccc2C=Cc2c1cccc2.Cl,-5.12760962,5.4045,297.822
C2229,BQHBRMFSBVLTGL-UHFFFAOYSA-M,ClCCN(c1cc(ccc1C)C(=O)NC(C(=O)[O-])Cc1ccccc1)CCCl.[Na+],-6.40563026,2.7609,445.315
C3341,QUKYIGPTBNWYDQ-UHFFFAOYSA-N,CCOC(=O)C(c1ccccc1)(c1ccccc1)CC(N(C)C)C.Cl,-4.688782375,4.678,361.906
C4917,OXZCDNQVGNORAH-UHFFFAOYSA-M,CC[N+](CCn1c2ccccc2n(c(=O)c2c1cccc2)C)(CC)C.[I-],-3.4424975,0.5458,465.371
C1695,LOUPRKONTZGTKE-LHHVKLHASA-N,C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@H](c1ccnc2c1cc(OC)cc2)O	,-2.81,3.1111,324.417
C1366,LPAGFVYQRIESJQ-UHFFFAOYSA-N,c1ccc2c(c1)NCC2,-1.04,1.7926,119.164
C2075,SLKLQAMVBKKGMQ-UHFFFAOYSA-N,C=CCc1cc(cc(c1O)CN(CC)CC)c1cc(CC=C)c(c(c1)CN(CC)CC)O.Cl.Cl,-6.885678391,7.5094,509.551
C5843,RXNYJUSEXLAVNQ-UHFFFAOYSA-N,O=C(c1ccc(cc1)O)c1ccc(cc1)O,-2.819913066,2.3288,214.217
C6993,UTVALPBGSAUYNR-UHFFFAOYSA-N,O=[NH+]C=c1ccn(cc1)CCCn1ccc(=C[NH+]=O)cc1.[Cl-].[Cl-],-2.090555992,-7.8799,357.235
C5071,RZYSYUCNZPOXMK-UHFFFAOYSA-N,COc1ccc(cc1)C(=C)C(=O)OC1CC2CCC(C1)N2C,-3.332995024,2.8147,301.38
C6126,SQAINHDHICKHLX-UHFFFAOYSA-N,O=Cc1cccc2c1cccc2,-2.646354261,2.6523,156.181
C8659,LINOMUASTDIRTM-QGRHZQQGSA-N,OC[C@@]12[C@@H](C=C(C(=O)[C@H]1O)C)O[C@H]1[C@]3([C@]2(C)C[C@H]1O)CO3,-0.727623047,-0.8377,296.316
C1212,SDKQRNRRDYRQKY-UHFFFAOYSA-N,CNC(=O)Oc1ccccc1C1OCCO1,-1.5700001,1.8411,223.225
C137,HPQURZRDYMUHJI-UHFFFAOYSA-N,CCCCCC1CCCC1,-6.0799999,3.7569,140.266
C2094,UPHWVVKYDQHTCF-UHFFFAOYSA-N,CC(=O)O.CCCCCCCCCCCCCCCCCCN,-6.829526532,6.9978,329.561
C6803,NCXMLFZGDNKEPB-FFPOYIOWSA-N,C[C@@H]1C/C=C/C=C/C=C/C=C/[C@H](O[C@@H]2O[C@H](C)[C@H]([C@@H]([C@@H]2O)N)O)C[C@@H]2O[C@@](C[C@H](C[C@@H]3[C@@H](/C=C/C(=O)O1)O3)O)(O)C[C@@H]([C@H]2C(=O)O)O,-2.210516209,0.82,665.725
C2078,TTZGKMBLWUVGJV-UHFFFAOYSA-N,[O-]S(=O)(=O)C.CC[NH+](CCn1nc2c3c1ccc(c3sc1c2ccc(c1)Cl)C)CC,-6.8743909,4.5329,468.032
C1772,LRWSFOSWNAQHHW-UHFFFAOYSA-N,CCCCCCC(=O)OCCN1CCN(CC1)CCCN1c2ccccc2Sc2c1cc(cc2)C(F)(F)F,-9.794162679,6.7702,549.691
C8139,LKHWKAGQNOMUFQ-UHFFFAOYSA-N,CCCNC(COC(=O)c1ccccc1)(C)C.Cl,-1.238325832,3.8145,271.783
C9542,JJBCTCGUOQYZHK-UHFFFAOYSA-N,CC(=O)Oc1ccccc1C(=O)O.NCCCCC(C(=O)O)N,0.486317714,2.238,326.345
C9429,OKLOCJHVBDCKPW-UHFFFAOYSA-L,CC[N+](CCOCC[N+](CC)(CC)CC)(CC)CC.[Br-].[Br-],0.362209181,-3.236,434.294
C3199,LSTKNZAMFRGXCG-WLHGVMLRSA-N,OC(=O)/C=C/C(=O)O.CN(CCCOC1(CCCCCC1)Cc1ccccc1)C,-4.8708357,4.0022,405.528
C9553,BMKDZUISNHGIBY-UHFFFAOYSA-N,O=C1NC(=O)CN(C1)CC(N1CC(=O)NC(=O)C1)C,0.50894091,-2.1749,268.269
C1319,ZSIAUFGUXNUGDI-UHFFFAOYSA-N,CCCCCCO,-1.24,1.559,102.175
C2821,BQGDBXHKMJKCKX-UHFFFAOYSA-N,CC(c1ccc2c(c1)c1ccccc1cc2)C(=O)O,-5.326573637,4.1811,250.292
C9237,DJQOOSBJCLSSEY-UHFFFAOYSA-N,[O-][n+]1cc(ncc1C)C(=O)O,0.195583207,0.5167,154.123
C1153,LNTLWEUAGAFRJR-UHFFFAOYSA-N,CSc1ncc2c(n1)nccn2,-1.76,1.1417,178.214
C270,IDOWTHOLJBTAFI-UHFFFAOYSA-N,COC(=O)Nc1cccc(c1)OC(=O)Nc1cccc(c1)C,-4.8000002,3.9302,300.309
C8136,WOMVMPNQSSOFPY-RFVHGSKJSA-N,COc1cccc(c1OC(=O)[C@H](N1CCOCC1)C)OC.Cl,-1.239833852,2.0698,331.792
C8470,LSAHUFPNCNCJLX-UHFFFAOYSA-N,NC1CCN(C1=O)c1ccc(cc1)F,-0.926541516,1.655,194.206
C3571,VKXJWYMAAPLXAS-UHFFFAOYSA-N,OCCNC(=O)c1c(I)c(N(C(=O)C)CC(CO)O)c(c(c1I)C(=O)NCCO)I,-4.466295681,0.4325,761.086
C504,WWRCMNKATXZARA-UHFFFAOYSA-N,CC(c1ccccc1C)C,-3.76,3.1184,134.218
C8603,GWCFTYITFDWLAY-UHFFFAOYSA-N,CCN1CCCCCC1=O,-0.787206825,1.3468,141.211
C1712,CQISYTXUORWJSX-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCC(=O)Nc1ccc(cc1)NC(=O)CCCCCCCCCCCCCCCCC,-17.46845707,14.2326,641.065
C5934,JCDFYLCJMXKBNO-UHFFFAOYSA-N,CNc1nc2c(o1)ccc(c2)Cl,-2.763206844,2.5959,182.607
C4029,QWGDMFLQWFTERH-UHFFFAOYSA-N,Clc1ccc2c(c1)C(=Nc1c(O2)cccc1)N1CCNCC1,-4.088561893,3.1315,313.781
C214,IYZWUWBAFUBNCH-UHFFFAOYSA-N,Clc1cccc(c1c1ccccc1)Cl,-5.21,4.6604,223.098
C2210,FEUBUXUFKHXRKO-UHFFFAOYSA-N,O=C(N1c2ccccc2Sc2c1nccc2)OCCOCCN1CCCCC1.Cl,-6.466267359,5.1283,435.967
C2059,YWQGBCXVCXMSLJ-UHFFFAOYSA-N,CCOC(=O)C(Oc1ccc(cc1)Cc1ccc(cc1)Cl)(CC)C,-6.968201328,5.0414,346.848
C3046,OYIWRKOSDGPKFD-NMOJSDROSA-N,COc1cccc2c1C(=O)c1c(C2=O)c(O)c2c(c1O)C(O[C@@H]1OC(C)[C@@H]([C@H](C1)N1CCOCC1)O)CC(C2)(O)C(=O)C,-5.049451359,1.3403,597.61
C5416,PGIQMCOLYCTABQ-UHFFFAOYSA-N,CCC(C(c1ccccc1)O)(CO)CC,-3.093382052,2.5187,208.297
C9927,HWJHZLJIIWOTGZ-UHFFFAOYSA-N,CC(=O)NCO,1.050151533,-0.5368,89.0932
C1895,OYTINQKRJLYRPF-UHFFFAOYSA-N,Brc1ccc(cc1)CNCC1CCC(CC1)CNCc1ccc(cc1)Br.Cl.Cl,-7.899652518,8.2832,553.201
C6164,JIIBDXZOBVJOSH-KTKRTIGZSA-N,CNC(=O)/C(=C(\c1ccccc1)/C)/C,-2.616188768,2.6169,189.254
C4077,FXYIDUGIODSYAI-UHFFFAOYSA-N,Brc1cc(Br)c2c(c1)nc(o2)N,-4.060444996,3.5162,291.927
C7004,WFKPHYKFAOXUTI-UHFFFAOYSA-N,CC(=O)Nc1ccccc1C(=O)N,-2.084455627,1.5172,178.188
C3690,JDRXPVCGKNGPAX-UHFFFAOYSA-N,Clc1ccc(cc1)C(c1ccccc1Cl)OCC[NH+](C)C.[Cl-],-4.35575263,0.2479,360.706
C7572,HENARLBIUBUVMN-UHFFFAOYSA-N,SC/C(=N\C1C2CC3CC1CC(C2)C3)/N.Cl,-1.691253047,3.6004,260.827
C9004,BAQCROVBDNBEEB-UBYUBLNFSA-N,OC[C@H]1OC(O)[C@@H]([C@H]([C@@H]1O)O)NC(=O)c1c(I)c(NC(=O)C)c(c(c1I)N(C(=O)C)C)I,-0.198162028,0.4351,789.096
C187,WPTCSQBWLUUYDV-UHFFFAOYSA-N,c1ccc2c(c1)nc(cc2)c1ccc2c(n1)cccc2,-5.4000001,4.45,256.301
C5840,GQKINSNJXWWLPV-UHFFFAOYSA-N,OCCC1C2CCN(C1CNC(CCCN(CC)CC)C)CC2,-2.820640577,2.5081,325.532
C8903,UABRYPURASNHRO-UHFFFAOYSA-N,C[Sn](C)C.O,-0.369803817,1.3063,181.82
C9441,YXWKGHSFQVHHSO-UHFFFAOYSA-M,C[N+](CCC[n+]1ccc2c(c1)c1ccccc1[nH]2)(C)C.[Br-].[Br-],0.367340277,-3.2871,429.193
C417,QHTJSSMHBLGUHV-UHFFFAOYSA-N,CCC(c1ccccc1)(C)C,-4.1500001,3.3742,148.245
C4931,ZTHVHELPCLGXHF-JPPAUQSISA-N,COc1ccc2c(c1)[C@]13CCN4[C@H]1C[C@@H]1[C@@H]5[C@@H]3N2C(=O)C[C@@H]5OCC=C1C4,-3.437127783,2.104,364.438
C4632,POYMPTXRBMLDIL-GZTJUZNOSA-N,CN(c1ccc(cc1)/C=N/c1ccccc1C(=O)O)C,-3.649050096,3.2014,268.31
C6064,CFPOQCPZKHPNPN-WJDWOHSUSA-N,CCCCN1CCN(CC1)CC(=O)N/N=C\c1ccc(o1)[N+](=O)[O-],-2.67563934,1.8455,337.374
C7593,UBQYURCVBFRUQT-UHFFFAOYSA-N,NCCCCCN(C(=O)CCC(=O)NCCCCCN(C(=O)CCC(=O)NCCCCCN(C(=O)C)O)O)O,-1.66954388,2.4042,560.684
C1242,NDNUANOUGZGEPO-MRVPVSSYSA-N,CCC[C@@H]1CCCCN1,-1.5,2.2574,127.227
C9011,BDWRWXCLAKVGMM-UHFFFAOYSA-N,OS(=O)(=O)SCCNCc1ccccc1,-0.178427682,2.7839,247.334
C7362,MTTYXGPMZKRTCI-UHFFFAOYSA-N,C#CC(c1ccccc1)OC(=O)N,-1.837302452,2.1565,175.184
C2228,DSKIOWHQLUWFLG-SPIKMXEPSA-N,CN1CCN(CC1)CCCN1c2ccccc2Sc2c1cc(Cl)cc2.OC(=O)/C=C\C(=O)O.OC(=O)/C=C\C(=O)O,-6.405957998,3.9446,606.087
C1548,DEWLEGDTCGBNGU-UHFFFAOYSA-N,ClCC(CCl)O,-0.11,0.8249,128.985
C5486,IZMVXNJRIXIGGM-CUQLSPFUSA-N,O=C(c1ccncc1)N/N=C/C=C/c1ccccc1,-3.04799096,2.9015,251.283
C5625,POWMMMXVDBMFMP-QPMAGJLNSA-N,O=C1CC[C@]2([C@@H](C1)CC[C@@H]1[C@@H]2C[C@@H](O)[C@]2([C@]1(O)CC[C@@H]2C1=CC(=O)OC1)C)C,-2.963055127,2.7833,388.497
C5654,KLBGDUZWAJNQRX-UHFFFAOYSA-N,CCCCNc1ccccc1OC,-2.943009769,2.9802,179.259
C106,ASVDRLYVNFOSCI-UHFFFAOYSA-N,Cc1cc2c(c3c1cccc3)ccc1c2cccc1,-6.5700002,5.4546,242.314
C2064,QPICYTZKVGZMQW-UHFFFAOYSA-L,O=C(c1ccc(cc1)c1ccc(cc1)C(=O)C[n+]1ccc(cc1)C)C[n+]1ccc(cc1)C.[Br-].[Br-],-6.939747521,-1.6808,582.326
C4399,USSIQXCVUWKGNF-UHFFFAOYSA-N,CCC(=O)C(c1ccccc1)(c1ccccc1)CC(N(C)C)C,-3.805032086,4.292,309.445
C5578,CPDDDTNAMBSPRN-ZZXKWVIFSA-N,OC(=O)/C=C/c1ccc(cc1)Br,-2.99064693,2.5469,227.055
C5670,LDQABYIPLUEXCO-UHFFFAOYSA-N,NCC(c1ccc2c(c1)ccc1c2cccc1)O.Cl,-2.933579325,4.4874,273.757
C2502,MUDUBLGOHBPCKH-LLINQDLYSA-N,ClCCN([C@H]1CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2CCC2=CC(=O)CC[C@]12C)CCCl,-5.835763234,5.6665,412.436
C2690,DZVPGIORVGSQMC-UHFFFAOYSA-N,COc1nc(c(c(c1Cl)OC)Cl)C(Cl)(Cl)Cl,-5.512405523,4.2323,325.404
C4683,GDTRBAWPVCBCJA-UHFFFAOYSA-N,Clc1ccc2c(c1)CO[NH+](C2)CC[NH+]1CCCCC1.[Cl-].[Cl-],-3.615162518,-2.6147,353.715
C5849,XNGOWNGMNKDJRX-UHFFFAOYSA-N,ClCC[NH2+]CCSc1ccccc1C.[Cl-],-2.812463348,-1.1067,266.23
C5141,KVOJTUXGYQVLAJ-UHFFFAOYSA-N,O=c1cc(C)c2c(o1)cc(c(c2)O)O,-3.28368559,1.5126,192.168
C960,DLRJIFUOBPOJNS-UHFFFAOYSA-N,CCOc1ccccc1,-2.3299999,2.0853,122.164
C5947,NQXUSSVLFOBRSE-UHFFFAOYSA-N,Cc1ccc(c(c1)O)[N+](=O)[O-],-2.750511202,2.132,153.135
C6955,NOIIUHRQUVNIDD-UHFFFAOYSA-N,O=C(NCc1ccccc1)CCNNC(=O)c1ccncc1,-2.118885738,2.1952,298.34
C8305,AUFSOOYCQYDGES-UHFFFAOYSA-N,CNCC(c1ccccc1)C,-1.094695264,2.4004,149.233
C9463,OUFWPBPWBBMQCV-UHFFFAOYSA-L,C[N+]1(CCC[n+]2ccc3c(c2)cccc3)CCCC1.[Br-].[Br-],0.380696891,-3.2754,416.194
C6652,OJJAQNZSNFIQSA-UHFFFAOYSA-N,Nc1ccc(cc1)C(=O)Nc1cccc(n1)C,-2.3112134,2.8787,227.262
C5187,MEEKGULDSDXFCN-UHFFFAOYSA-N,CCCCCc1ccccc1O,-3.256458698,3.1249,164.244
C9265,OOYGSFOGFJDDHP-KMCOLRRFSA-N,OS(=O)(=O)O.OC[C@H]1O[C@H](O[C@H]2[C@H](N)C[C@@H]([C@H]([C@@H]2O)O[C@H]2O[C@H](CN)[C@H]([C@@H]([C@H]2O)O)O)N)[C@@H]([C@H]([C@@H]1O)N)O,0.234648149,-4.0622,582.577
C1634,JOYRKODLDBILNP-UHFFFAOYSA-N,CCOC(=O)N,0.85000002,0.8019,89.0932
C7855,ZKMVVYWUWBYAMV-UHFFFAOYSA-N,O=C1C2C3CCC(C2C(=O)N1c1ccc(cc1)Cl)O3,-1.488375613,2.0718,277.703
C799,MHNNAWXXUZQSNM-UHFFFAOYSA-N,CCC(=C)C,-2.73,1.9725,70.1329
